transaction_id,guest_name,room_no,folio_no,transaction_date,amount_rm,card_last4,payment_method,allocation_status
TXN000803,  Guest 0792  ,255,35275,2025-02-16,563.71,9233,Mastercard,Matched
TXN001284,Guest 0079,632,30302,2025-03-14,590.68,8923,Visa,Matched
TXN001291,Guest 0323,680,36718,2025-01-22,320.54,7264,Mastercard,Pending
TXN000415,Guest 0298,444,32334,2025-01-02,195.86,9494,Visa,Matched
TXN000186,Guest 0232,500,38502,2025-02-10,232.36,6401,Visa,Matched
TXN000711,Guest 0053,300,32995,2025-03-03,2002.61,6356,American Express,Matched
TXN001171,Guest 0504,521,38996,2025-02-26,710.75,4898,Mastercard,Matched
TXN001212,Guest 0221,201,30040,2025-03-12,-638.86,5997,Mastercard,Matched
TXN000301,Guest 0214,294,33367,2025-02-02,826.48,4220,Visa,Matched
TXN001577,Guest 0517,505,39264,2025-02-19,695.14,8915,American Express,Matched
TXN001744,Guest 0352,420,32036,2025-01-03,203.03,4201,Mastercard,Matched
TXN000940,Guest 0136,337,39667,2025-02-15,630.7,9689,Mastercard,Matched
TXN001612,Guest 0547,272,31574,2025-01-13,259.01,2333,American Express,Pending
TXN000818,Guest 0694,331,35059,2025-01-10,829.83,7128,Mastercard,Matched
TXN001948,Guest 0296,751,31969,2025-03-24,383.3,1004,American Express,Matched
TXN001376,Guest 0405,570,39522,2025-03-28,734.76,7925,Mastercard,Matched
TXN000988,Guest 0626,746,36100,2025-01-29,424.26,2588,Visa,Matched
TXN000176,Guest 0611,344,34536,2025-02-11,363.64,1831,Visa,Pending
TXN001180,Guest 0136,382,32925,2025-01-03,297.77,0236,Visa,Matched
TXN000695,Guest 0748,595,31371,2025-01-09,432.79,0214,Mastercard,Matched
TXN001622,Guest 0178,132,35677,2025-01-01,436.77,9057,American Express,Matched
TXN000124,Guest 0489,286,34419,2025-02-12,345.88,2611,Visa,Unmatched
TXN000368,Guest 0142,200,31737,2025-01-29,360.4,3520,Mastercard,Matched
TXN001533,Guest 0050,454,38335,2025-03-25,444.45,5855,Visa,Matched
TXN000789,Guest 0004,314,32471,2025-02-19,661.1,0183,master card,Pending
TXN000040,Guest 0360,362,32346,2025-02-26,150.88,9185,Mastercard,Matched
TXN000716,Guest 0371,450,34806,2025-03-13,710.07,6490,Mastercard,Matched
TXN000951,Guest 0026,331,36889,2025-01-09,333.3,1889,American Express,Matched
TXN000332,Guest 0689,289,36906,2025-02-03,634.24,5333,American Express,Matched
TXN001499,Guest 0099,793,35799,2025-02-12,186.44,4873,Mastercard,Matched
TXN000195,Guest 0526,495,33212,2025-03-28,290.62,7334,American Express,Matched
TXN000528,Guest 0759,165,34770,2025-01-13,710.76,6918,Visa,Matched
TXN000966,Guest 0475,174,38383,2025-02-22,230.57,0506,Mastercard,Matched
TXN001727,Guest 0088,466,30080,2025-03-27,443.74,0714,Mastercard,Matched
TXN000323,Guest 0271,424,31204,2025-02-25,845.02,3450,Mastercard,Pending
TXN001205,Guest 0240,466,30042,2025-02-28,448.46,5020,Visa,Matched
TXN000267,Guest 0547,346,36921,2025-02-10,247.4,6854,American Express,Matched
TXN001256,Guest 0152,340,36724,2025-01-08,491.39,0360,Mastercard,Matched
TXN001441,Guest 0759,462,31655,2025-03-12,588.35,0883,American Express,Matched
TXN000068,Guest 0726,395,32301,2025-02-03,-524.72,0957,Visa,Matched
TXN001847,Guest 0618,185,32719,2025-02-06,275.94,2942,Visa,Matched
TXN001813,Guest 0540,310,30968,2025-03-02,484.81,9693,Mastercard,Matched
TXN000681,Guest 0094,328,31876,2025-03-07,174.4,5496,Visa,Matched
TXN000486,Guest 0289,358,39191,2025-01-21,268.34,9910,master card,Unmatched
TXN000481,Guest 0522,427,36575,2025-01-26,182.01,9012,Visa,Matched
TXN001422,Guest 0631,780,38675,2025-03-31,606.28,5910,Visa,Matched
TXN000707,Guest 0565,429,30233,2025-01-01,329.33,1518,Visa,Matched
TXN000549,Guest 0377,467,35687,2025-02-16,316.71,3747,Mastercard,Matched
TXN001423,Guest 0481,152,31838,2025-02-23,551.8,5941,Visa,Unmatched
TXN000428,Guest 0309,438,35902,2025-03-14,278.59,4532,Visa,Matched
TXN001646,Guest 0423,138,35383,2025-01-27,314.8,3501,Visa,Matched
TXN001488,Guest 0767,635,35107,2025-01-01,627.29,6318,Visa,Matched
TXN000480,Guest 0108,476,33220,2025-01-10,623.94,7196,Visa,Matched
TXN000451,Guest 0672,701,37882,2025-03-28,348.51,6630,Mastercard,Matched
TXN000926,Guest 0147,164,30067,2025-03-27,285.32,7521,Mastercard,Matched
TXN000618,Guest 0043,519,35996,2025-01-24,232.05,4720,Mastercard,Pending
TXN001542,  Guest 0465  ,214,39398,2025-01-22,487.12,9364,American Express,Matched
TXN001962,Guest 0688,529,30873,2025-03-30,1352.62,2289,American Express,Matched
TXN001671,Guest 0116,347,30787,2025-03-10,280.01,8868,Mastercard,Matched
TXN000944,Guest 0151,705,34471,2025-02-12,399.15,0444,Visa,Matched
TXN001795,Guest 0714,383,30381,2025-02-13,619.78,9761,Mastercard,Unmatched
TXN001112,Guest 0611,585,37991,2025-01-21,724.79,8659,Visa,Matched
TXN000694,Guest 0340,703,37955,2025-03-27,456.81,1555,Mastercard,Matched
TXN001493,Guest 0298,224,32034,2025-01-03,375.53,9765,American Express,Matched
TXN000922,Guest 0617,711,34511,2025-02-21,157.68,1484,Mastercard,Pending
TXN000262,Guest 0800,242,34267,2025-01-16,588.17,5278,Visa,Matched
TXN000747,Guest 0180,636,30120,2025-02-17,483.0,2596,American Express,Matched
TXN001381,Guest 0666,217,36857,2025-03-30,742.47,1345,Visa,Matched
TXN000241,Guest 0179,335,36509,2025-01-13,418.25,3953,Visa,Unmatched
TXN001645,Guest 0768,527,31069,2025-01-12,606.86,1240,Mastercard,Matched
TXN000585,Guest 0281,511,37287,2025-02-06,297.56,3337,Visa,Matched
TXN000580,Guest 0455,305,34333,2025-01-10,250.2,8730,Mastercard,Matched
TXN001351,Guest 0128,259,37841,2025-01-06,196.74,3201,Visa,Matched
TXN000553,Guest 0174,170,31795,2025-03-16,550.01,7475,Mastercard,Matched
TXN000366,Guest 0069,686,34915,2025-02-16,1229.38,2256,Visa,Matched
TXN001030,Guest 0716,263,39189,2025-01-31,177.85,6903,Visa,Matched
TXN001742,Guest 0243,535,33706,2025-03-08,456.83,7910,Visa,Matched
TXN000592,Guest 0303,128,39662,2025-03-23,338.62,9547,Visa,Unmatched
TXN000742,Guest 0078,424,38927,2025-03-10,391.53,5278,Visa,Matched
TXN001282,Guest 0604,601,32765,2025-03-08,250.98,0587,Visa,Matched
TXN000584,Guest 0528,596,37204,2025-01-05,271.26,8808,Visa,Matched
TXN000072,Guest 0518,648,37060,2025-01-18,682.92,4916,American Express,Unmatched
TXN000888,Guest 0051,478,33643,2025-01-18,274.68,8478,Visa,Matched
TXN000260,Guest 0794,118,39439,2025-02-22,253.83,0367,Visa,Matched
TXN000052,Guest 0242,376,31412,2025-01-18,282.62,6258,Mastercard,Matched
TXN000199,Guest 0457,766,31586,2025-01-31,117.89,7665,Mastercard,Unmatched
TXN001182,Guest 0157,637,38038,2025-03-25,1361.99,8182,American Express,Matched
TXN000655,Guest 0681,186,30924,2025-02-19,531.21,2523,Mastercard,Matched
TXN000333,Guest 0215,702,32317,2025-01-28,453.56,3469,Visa,Pending
TXN001489,Guest 0355,702,30144,2025-01-10,567.13,1984,Visa,Pending
TXN000597,Guest 0401,729,38618,2025-02-22,303.21,7396,Visa,Matched
TXN001694,Guest 0261,263,37323,2025-02-05,932.81,0138,Mastercard,Matched
TXN001166,Guest 0322,154,34016,2025-01-10,382.78,5794,American Express,Matched
TXN000963,Guest 0779,790,33400,2025-03-17,232.03,3068,Visa,Matched
TXN000908,Guest 0760,653,30350,2025-01-16,121.92,7729,Visa,Matched
TXN000889,Guest 0119,337,31018,2025-01-02,540.57,0893,Mastercard,Matched
TXN000705,Guest 0056,614,38945,2025-01-12,353.37,0823,American Express,Matched
TXN000427,Guest 0127,280,39752,2025-03-19,612.49,7204,Visa,Matched
TXN001343,Guest 0080,497,38452,2025-01-11,422.68,3919,Mastercard,Matched
TXN001784,Guest 0608,786,36633,2025-03-27,367.44,5485,Visa,Matched
TXN000594,Guest 0076,610,37562,2025-03-30,810.04,7270,Mastercard,Unmatched
TXN000991,Guest 0365,554,35714,2025-01-31,528.21,9642,Visa,Matched
TXN001992,Guest 0604,431,30141,2025-02-09,572.49,3819,Visa,Matched
TXN000583,Guest 0233,216,36201,2025-01-10,1173.51,0929,Mastercard,Matched
TXN000728,Guest 0033,720,35964,2025-01-08,230.52,,Visa,Matched
TXN000399,Guest 0202,149,35688,2025-01-26,514.29,1746,Mastercard,Matched
TXN000573,Guest 0585,446,30304,2025-01-26,502.02,5614,Visa,Matched
TXN000437,Guest 0512,558,38179,2025-02-21,327.61,1687,Visa,Matched
TXN000193,Guest 0230,619,32650,2025-02-24,608.33,7316,Mastercard,Matched
TXN001657,Guest 0412,681,38031,2025-03-18,291.41,9708,Visa,Matched
TXN000619,Guest 0526,543,33206,2025-01-06,391.55,5660,Mastercard,Unmatched
TXN000293,Guest 0189,445,30338,2025-03-27,285.72,6057,Visa,Matched
TXN001584,Guest 0247,153,33247,2025-02-07,122.12,7228,Visa,Matched
TXN001566,Guest 0209,546,39329,2025-02-10,360.48,9737,Mastercard,Matched
TXN000813,Guest 0159,469,34122,2025-03-03,98.49,0986,Mastercard,Pending
TXN001550,Guest 0511,628,37924,2025-01-01,898.77,5583,Mastercard,Matched
TXN000508,Guest 0496,511,34889,2025-01-23,276.78,7225,American Express,Matched
TXN000142,Guest 0701,701,30162,2025-01-20,461.07,3643,Mastercard,Matched
TXN001405,Guest 0314,118,34216,2025-01-16,584.39,5997,Visa,Matched
TXN000003,Guest 0319,125,36401,2025-02-28,938.17,0546,Visa,Matched
TXN000757,Guest 0708,502,35262,2025-03-08,1783.6,9273,Visa,Matched
TXN001885,Guest 0130,192,38198,2025-02-25,349.54,2510,American Express,Matched
TXN001260,Guest 0329,269,31897,2025-03-14,243.54,6605,American Express,Matched
TXN000340,Guest 0075,452,36041,2025-03-27,587.25,4446,Visa,Matched
TXN001545,Guest 0030,253,34007,2025-01-21,1172.36,4630,Mastercard,Matched
TXN000983,Guest 0641,231,39926,2025-02-19,606.47,1549,Visa,Matched
TXN000539,Guest 0425,684,33250,2025-02-18,563.03,9849,Visa,Matched
TXN000266,Guest 0077,793,30983,2025-02-22,295.77,6605,American Express,Unmatched
TXN000377,Guest 0683,322,31442,2025-03-08,355.78,4960,Visa,Matched
TXN000693,Guest 0729,793,38286,2025-03-25,670.77,4636,American Express,Matched
TXN001692,Guest 0502,511,35083,2025-03-22,371.21,9262,Visa,Matched
TXN000440,Guest 0053,320,33306,2025-02-05,128.98,4613,American Express,Matched
TXN000272,Guest 0255,472,37610,2025-01-03,289.42,7194,Visa,Matched
TXN000185,Guest 0508,139,31779,2025-02-14,292.67,4644,master card,Matched
TXN000949,Guest 0425,286,33750,2025-03-27,199.09,1437,American Express,Matched
TXN000245,Guest 0569,347,38024,2025-02-26,548.31,7848,American Express,Matched
TXN001092,Guest 0314,363,34709,2025-02-10,272.87,2444,Visa,Matched
TXN000446,Guest 0716,391,37599,2025-03-01,199.24,0258,Visa,Matched
TXN000600,Guest 0312,610,30264,2025-02-27,256.1,7725,Mastercard,Unmatched
TXN000825,Guest 0496,450,35400,2025-02-26,1529.98,7031,Visa,Matched
TXN001652,Guest 0058,617,35449,2025-01-02,212.98,0260,Visa,Matched
TXN001418,Guest 0701,220,34390,2025-02-09,1091.51,2433,Mastercard,Matched
TXN001323,Guest 0630,583,39141,2025-02-19,718.62,8831,Visa,Matched
TXN000979,Guest 0227,746,36174,2025-02-01,504.89,2729,Mastercard,Matched
TXN000416,Guest 0389,410,30625,2025-03-02,475.35,4821,Visa,Matched
TXN000274,Guest 0369,320,38430,2025-03-28,465.71,2625,Mastercard,Matched
TXN000737,Guest 0460,143,33981,2025-03-07,435.6,6142,Mastercard,Matched
TXN001651,Guest 0097,750,33675,2025-01-18,324.23,9419,Mastercard,Matched
TXN001466,Guest 0600,488,35735,2025-01-11,316.33,0608,American Express,Matched
TXN000251,Guest 0406,393,36834,2025-01-17,795.39,5264,Mastercard,Matched
TXN000414,Guest 0482,602,30036,2025-01-12,471.1,1107,American Express,Pending
TXN000621,Guest 0678,532,31161,2025-02-09,302.69,1362,Visa,Pending
TXN001317,Guest 0506,476,36744,2025-03-05,777.38,4296,Mastercard,Matched
TXN001775,Guest 0345,445,30864,2025-03-11,361.82,6460,American Express,Matched
TXN000311,Guest 0225,464,34828,2025-03-01,1147.69,3875,Mastercard,Matched
TXN000778,Guest 0723,623,34392,2025-01-11,301.89,5750,Mastercard,Matched
TXN000382,Guest 0359,181,31950,2025-03-26,559.82,1772,Mastercard,Matched
TXN000562,Guest 0287,394,36646,2025-01-04,284.47,9576,Mastercard,Matched
TXN000426,Guest 0449,710,37906,2025-01-18,782.0,7044,Mastercard,Matched
TXN001890,Guest 0660,299,31778,2025-02-10,499.17,8383,Visa,Matched
TXN000535,Guest 0642,121,39784,2025-02-21,436.84,8807,Visa,Unmatched
TXN000758,Guest 0508,194,34549,2025-02-04,725.69,1364,American Express,Matched
TXN000772,Guest 0033,633,36852,2025-03-30,244.09,5069,Visa,Matched
TXN001367,Guest 0497,161,37276,2025-01-28,309.94,4623,American Express,Matched
TXN000409,Guest 0372,283,35250,2025-03-26,624.64,5803,Mastercard,Pending
TXN001626,Guest 0595,585,35640,2025-03-31,488.6,3247,Mastercard,Matched
TXN001601,Guest 0357,336,31314,2025-01-28,489.86,8342,American Express,Matched
TXN001955,Guest 0475,576,36526,2025-03-29,252.06,6651,Mastercard,Matched
TXN001162,Guest 0712,119,37657,2025-02-14,872.17,0604,Mastercard,Matched
TXN000945,Guest 0658,126,37935,2025-01-12,1367.06,9033,Visa,Matched
TXN001160,Guest 0699,748,30737,2025-01-31,727.78,6772,Visa,Matched
TXN001570,Guest 0198,252,35248,2025-03-30,632.37,1623,American Express,Matched
TXN000651,Guest 0705,378,32003,2025-02-14,689.06,3622,Mastercard,Matched
TXN001913,Guest 0154,582,32017,2025-01-01,361.24,1190,Mastercard,Matched
TXN000183,Guest 0485,171,31696,2025-02-14,1559.46,7817,Visa,Unmatched
TXN000171,Guest 0017,361,35395,2025-01-10,358.67,2732,Visa,Matched
TXN001943,Guest 0743,240,35729,2025-03-20,776.67,8071,Visa,Matched
TXN000591,Guest 0057,586,30100,2025-03-14,508.89,9669,American Express,Matched
TXN001892,Guest 0741,393,38817,2025-01-23,558.75,7349,Visa,Matched
TXN001697,Guest 0247,153,35155,2025-02-12,424.8,5208,American Express,Unmatched
TXN000858,Guest 0624,542,39242,2025-01-06,545.88,3476,Mastercard,Matched
TXN000273,Guest 0238,753,35711,2025-01-14,864.78,1299,American Express,Matched
TXN001561,Guest 0055,433,36607,2025-01-27,547.01,5826,Mastercard,Matched
TXN001546,Guest 0505,721,36806,2025-02-23,253.08,,Mastercard,Matched
TXN001453,Guest 0362,690,38550,2025-01-05,338.36,0551,Mastercard,Matched
TXN000372,Guest 0659,219,30805,2025-03-01,263.18,4207,Visa,Matched
TXN000223,Guest 0022,677,36810,2025-03-05,780.12,9209,Visa,Matched
TXN000905,Guest 0522,233,36399,2025-02-11,441.6,5331,Mastercard,Matched
TXN001759,Guest 0065,476,38160,2025-02-21,530.95,7007,American Express,Pending
TXN001320,Guest 0029,258,30572,2025-02-05,383.21,1547,Visa,Matched
TXN000519,Guest 0115,597,31949,2025-02-12,489.73,8578,American Express,Matched
TXN000335,Guest 0443,741,30666,2025-02-11,250.45,3766,Mastercard,Matched
TXN001582,Guest 0613,685,32215,2025-01-20,299.72,9905,Visa,Pending
TXN001345,Guest 0431,300,37392,2025-01-17,1141.67,0706,Mastercard,Matched
TXN001812,Guest 0356,554,36684,2025-02-28,578.16,2882,American Express,Matched
TXN000608,Guest 0206,440,39994,2025-02-16,753.74,2736,Visa,Pending
TXN000016,Guest 0256,200,31107,2025-03-12,643.04,8081,Mastercard,Matched
TXN001461,Guest 0334,729,35442,2025-03-13,447.16,0679,Mastercard,Matched
TXN001990,Guest 0381,494,32377,2025-03-25,1119.55,9623,Visa,Pending
TXN001551,Guest 0352,521,33553,2025-01-26,628.48,7354,Visa,Matched
TXN001872,Guest 0083,430,32635,2025-01-19,320.68,5977,Visa,Matched
TXN000611,Guest 0777,165,33356,2025-03-17,380.35,3490,American Express,Matched
TXN001449,Guest 0485,400,37223,2025-03-08,153.73,5282,Visa,Matched
TXN000466,Guest 0157,166,35183,2025-03-28,1181.25,0866,American Express,Unmatched
TXN001402,Guest 0735,582,38833,2025-01-22,659.97,2709,Visa,Matched
TXN000200,Guest 0135,267,31699,2025-03-28,899.7,8047,Mastercard,Matched
TXN001281,Guest 0070,599,36452,2025-03-08,473.71,7732,Mastercard,Unmatched
TXN001342,Guest 0245,530,33599,2025-01-13,275.4,3790,Visa,Matched
TXN001868,Guest 0649,717,30360,2025-03-10,530.9,3168,American Express,Matched
TXN001310,Guest 0756,417,33176,2025-03-18,860.98,4941,Visa,Unmatched
TXN001743,Guest 0751,723,38429,2025-02-11,553.56,5865,Mastercard,Pending
TXN001625,Guest 0667,246,38787,2025-02-19,435.33,0874,Mastercard,Matched
TXN001755,Guest 0031,201,31555,2025-02-26,385.53,1080,Mastercard,Matched
TXN001424,Guest 0307,273,37583,2025-03-02,555.26,9098,Visa,Matched
TXN000977,Guest 0396,501,37910,2025-01-09,568.36,9263,Mastercard,Matched
TXN000571,Guest 0642,584,38384,2025-03-27,676.54,2651,Mastercard,Matched
TXN000044,Guest 0600,176,37423,2025-02-01,1654.28,0128,Mastercard,Matched
TXN000275,Guest 0143,124,35625,2025-02-07,204.52,7077,Visa,Matched
TXN001750,Guest 0725,183,39990,2025-03-06,371.39,1690,Visa,Matched
TXN000102,Guest 0535,791,38865,2025-01-18,846.79,1977,American Express,Matched
TXN001428,Guest 0707,198,37543,2025-03-23,248.87,3172,master card,Matched
TXN000734,Guest 0172,285,36940,2025-03-11,318.16,2028,Visa,Matched
TXN001400,Guest 0578,709,34300,2025-01-27,375.72,0168,American Express,Matched
TXN000108,Guest 0111,690,37828,2025-03-01,418.98,4296,Visa,Matched
TXN001042,Guest 0234,215,35208,2025-03-19,709.32,5324,Visa,Matched
TXN000498,Guest 0711,372,38794,2025-02-03,896.52,9651,Visa,Matched
TXN001996,Guest 0269,247,34531,2025-01-01,480.34,5100,Visa,Unmatched
TXN000890,Guest 0157,437,38789,2025-01-25,710.09,0122,Visa,Unmatched
TXN001434,Guest 0270,452,37302,2025-02-20,497.83,4758,Mastercard,Matched
TXN001611,Guest 0448,294,30504,2025-03-11,696.91,7957,Visa,Matched
TXN001115,Guest 0292,267,35360,2025-01-18,357.69,5453,Mastercard,Pending
TXN001617,Guest 0042,658,36168,2025-03-13,408.21,2203,Mastercard,Matched
TXN000620,Guest 0757,728,30715,2025-01-13,494.62,3481,American Express,Matched
TXN000866,Guest 0029,510,39846,2025-03-04,638.85,7349,American Express,Matched
TXN000073,Guest 0323,683,37175,2025-02-11,533.83,1090,American Express,Matched
TXN001248,Guest 0072,752,38355,2025-02-11,275.45,6830,Visa,Matched
TXN001223,Guest 0621,744,33999,2025-03-28,266.37,3265,Mastercard,Matched
TXN001176,Guest 0446,217,34842,2025-01-31,394.87,,Mastercard,Matched
TXN001495,Guest 0743,642,38610,2025-02-06,215.32,1147,Mastercard,Unmatched
TXN000482,Guest 0689,308,38982,2025-03-16,1073.16,9285,Visa,Pending
TXN001076,Guest 0599,364,35921,2025-01-15,1268.13,8638,Visa,Matched
TXN000507,Guest 0368,303,39484,2025-02-17,407.21,3386,Visa,Matched
TXN000680,Guest 0300,149,35207,2025-03-26,1018.29,1366,Mastercard,Matched
TXN001236,Guest 0457,702,31597,2025-02-01,807.1,1922,Visa,Unmatched
TXN001290,Guest 0149,304,30518,2025-02-25,234.05,2794,Visa,Matched
TXN000746,Guest 0324,314,38551,2025-02-02,348.47,7828,Visa,Matched
TXN001118,Guest 0515,425,36226,2025-02-22,105.29,0101,Visa,Unmatched
TXN001240,Guest 0031,731,39642,2025-01-04,293.44,3675,Mastercard,Matched
TXN000312,Guest 0055,699,33317,2025-03-02,360.49,3957,American Express,Matched
TXN000835,Guest 0311,783,30640,2025-03-18,420.89,6183,Visa,Unmatched
TXN000406,Guest 0663,726,39166,2025-02-15,510.44,3570,Mastercard,Matched
TXN001919,Guest 0049,577,30584,2025-02-10,758.19,5379,Mastercard,Matched
TXN001152,Guest 0181,534,33870,2025-02-15,454.38,6418,Visa,Matched
TXN000310,Guest 0428,522,31861,2025-01-10,579.74,6773,Mastercard,Matched
TXN000227,Guest 0703,415,35953,2025-03-14,249.88,2789,Mastercard,Matched
TXN001712,Guest 0800,757,32198,2025-02-12,578.23,7453,Visa,Matched
TXN001007,Guest 0480,448,36110,2025-03-18,861.13,8029,Visa,Matched
TXN001641,Guest 0578,627,36328,2025-03-06,536.8,3783,Visa,Matched
TXN000833,Guest 0241,373,34350,2025-02-10,384.19,8601,Mastercard,Matched
TXN001437,Guest 0236,383,38102,2025-02-08,426.57,2679,Visa,Matched
TXN000149,Guest 0678,704,30965,2025-03-15,717.81,2477,Mastercard,Matched
TXN000745,Guest 0159,587,38679,2025-03-13,563.84,4133,Mastercard,Matched
TXN001085,Guest 0272,464,35404,2025-01-19,326.97,3073,Visa,Matched
TXN000839,Guest 0173,695,30647,2025-01-02,674.7,7990,Mastercard,Unmatched
TXN001221,Guest 0560,312,33568,2025-02-28,515.37,7161,Visa,Unmatched
TXN000846,Guest 0366,635,36590,2025-01-01,203.12,5684,Mastercard,Matched
TXN000576,Guest 0264,635,34210,2025-02-03,505.81,1509,American Express,Matched
TXN000558,Guest 0693,702,33238,2025-03-20,599.55,2498,Visa,Pending
TXN000702,Guest 0636,140,30328,2025-02-25,351.55,2076,American Express,Matched
TXN001164,Guest 0252,685,37920,2025-02-17,434.04,8808,Visa,Matched
TXN001357,Guest 0046,586,32979,2025-01-31,259.42,0723,Mastercard,Matched
TXN001170,Guest 0486,103,39151,2025-03-24,463.35,2629,Visa,Matched
TXN001661,Guest 0446,191,36138,2025-02-25,416.39,8773,Visa,Matched
TXN000967,Guest 0193,258,39038,2025-02-24,251.48,5013,Mastercard,Matched
TXN000287,Guest 0725,600,30704,2025-01-15,900.22,7695,Mastercard,Matched
TXN001616,Guest 0358,611,36295,2025-01-16,711.14,2150,Mastercard,Matched
TXN000744,Guest 0758,329,30363,2025-01-25,769.35,6694,Mastercard,Matched
TXN000599,Guest 0775,768,31322,2025-02-26,673.34,9117,Mastercard,Matched
TXN000941,Guest 0573,609,38157,2025-03-04,297.18,2412,American Express,Matched
TXN001472,Guest 0597,422,39749,2025-03-04,769.59,4530,American Express,Matched
TXN001659,Guest 0268,465,36356,2025-03-17,932.26,9671,Visa,Matched
TXN001827,Guest 0270,207,32835,2025-01-10,370.6,6666,Mastercard,Matched
TXN001048,Guest 0609,538,33809,2025-02-24,1388.2,4331,Mastercard,Matched
TXN001332,Guest 0681,664,34198,2025-03-06,402.59,7398,Visa,Matched
TXN000814,Guest 0772,489,35158,2025-01-26,270.82,7237,Mastercard,Matched
TXN001689,Guest 0774,631,30421,2025-03-26,402.01,1024,Mastercard,Matched
TXN001001,Guest 0623,239,39004,2025-03-14,336.25,3561,Mastercard,Matched
TXN001471,Guest 0179,515,37298,2025-03-22,388.41,0950,Visa,Matched
TXN001507,Guest 0670,176,31581,2025-03-24,942.46,0211,Mastercard,Matched
TXN000610,Guest 0662,405,37186,2025-03-19,408.39,4998,Visa,Matched
TXN001799,Guest 0009,494,35457,2025-02-13,778.25,9834,American Express,Matched
TXN001088,Guest 0142,275,32252,2025-03-31,806.43,9995,Mastercard,Matched
TXN001433,Guest 0166,333,33813,2025-01-16,494.45,3596,Mastercard,Matched
TXN001739,Guest 0535,257,36692,2025-01-01,193.8,6066,Mastercard,Matched
TXN000494,Guest 0489,284,33455,2025-02-24,345.13,6443,Mastercard,Matched
TXN001330,Guest 0734,444,32404,2025-01-31,536.31,8391,Mastercard,Matched
TXN000278,Guest 0042,635,37769,2025-03-12,550.81,6109,Visa,Matched
TXN001861,Guest 0435,460,36520,2025-03-08,420.84,0430,Mastercard,Matched
TXN000359,Guest 0501,568,30371,2025-01-09,287.25,4610,master card,Matched
TXN001119,Guest 0019,711,34280,2025-03-07,417.2,4991,Visa,Matched
TXN000237,Guest 0200,761,38111,2025-03-01,973.61,0089,Visa,Matched
TXN000552,Guest 0257,126,38198,2025-02-05,501.03,8465,Mastercard,Matched
TXN001882,Guest 0179,790,30730,2025-01-24,949.67,2576,Visa,Matched
TXN000906,Guest 0692,549,30009,2025-03-05,436.21,8774,Visa,Matched
TXN000209,Guest 0188,259,32905,2025-01-24,828.67,2098,Visa,Matched
TXN001593,Guest 0788,469,35440,2025-02-04,339.96,0769,Visa,Pending
TXN001572,Guest 0674,584,39278,2025-02-02,259.27,0559,Visa,Unmatched
TXN000059,Guest 0316,244,36405,2025-03-08,257.98,0683,Visa,Matched
TXN000632,Guest 0545,301,30639,2025-01-30,651.84,4325,Mastercard,Pending
TXN001682,Guest 0026,651,36825,2025-01-02,258.3,3217,Visa,Matched
TXN001874,Guest 0381,325,33426,2025-03-26,191.41,0545,Visa,Matched
TXN001589,Guest 0521,665,31004,2025-03-19,320.41,7872,Visa,Matched
TXN000364,Guest 0096,777,32573,2025-03-22,245.8,8184,Mastercard,Unmatched
TXN000506,Guest 0093,365,32709,2025-02-10,294.83,1618,Visa,Matched
TXN001288,Guest 0161,704,31764,2025-01-22,746.45,4562,Visa,Matched
TXN001321,Guest 0069,321,32207,2025-01-11,545.62,6185,Mastercard,Matched
TXN001615,Guest 0602,500,37883,2025-01-06,286.19,5988,Mastercard,Matched
TXN001234,Guest 0004,239,33655,2025-03-09,91.99,4769,Visa,Matched
TXN000850,Guest 0290,730,31541,2025-02-24,713.31,0454,Visa,Matched
TXN001867,Guest 0418,602,37032,2025-01-10,1801.12,9960,Visa,Matched
TXN001560,Guest 0375,195,39618,2025-03-18,1004.5,4939,Visa,Matched
TXN000119,Guest 0437,246,35043,2025-01-23,-312.9,6165,Visa,Matched
TXN001771,Guest 0340,332,32267,2025-01-31,506.41,0196,Visa,Matched
TXN000773,Guest 0163,224,39653,2025-01-01,1083.3,8689,Visa,Matched
TXN000523,Guest 0168,477,31585,2025-01-18,433.01,0414,Visa,Matched
TXN000514,Guest 0604,736,31014,2025-03-15,679.22,8486,Visa,Matched
TXN000082,Guest 0074,300,33797,2025-02-09,270.58,1164,Visa,Matched
TXN001884,Guest 0364,256,31856,2025-03-18,452.81,9069,Mastercard,Matched
TXN001103,Guest 0012,270,36467,2025-03-24,685.06,9984,American Express,Matched
TXN000381,Guest 0144,758,32908,2025-01-01,415.0,0222,Mastercard,Matched
TXN001037,Guest 0642,740,30702,2025-03-23,408.02,7526,Visa,Unmatched
TXN001702,Guest 0185,366,34240,2025-01-17,577.23,5270,Mastercard,Matched
TXN000085,Guest 0106,451,36729,2025-02-26,377.02,1326,Mastercard,Matched
TXN001691,Guest 0322,360,38892,2025-03-11,522.62,8326,Mastercard,Matched
TXN000330,Guest 0118,715,36008,2025-02-19,504.9,1553,Visa,Matched
TXN000007,Guest 0348,276,32807,2025-01-08,130.28,2632,Visa,Pending
TXN001678,Guest 0616,360,37950,2025-02-07,486.32,6281,Visa,Matched
TXN001666,Guest 0361,424,34137,2025-02-05,627.45,8018,Visa,Matched
TXN000923,Guest 0099,488,34713,2025-02-10,216.24,7800,Visa,Matched
TXN000882,Guest 0190,798,32640,2025-03-18,613.14,6647,Visa,Matched
